:ID,name,:LABEL,aliases,description,source
ent_013bee7bf93447fb,amitriptyline,Entity:Drug,amitriptyline,Amitriptyline is a depression-related drug entity.,seed
ent_cb74fb873316ab91,nortriptyline,Entity:Drug,nortriptyline,Nortriptyline is a depression-related drug entity.,seed
ent_3b10eabe62fe170a,imipramine,Entity:Drug,imipramine,Imipramine is a depression-related drug entity.,seed
ent_006f47bd80246f7b,clomipramine,Entity:Drug,clomipramine,Clomipramine is a depression-related drug entity.,seed
ent_dca71f9e4af0fa70,desipramine,Entity:Drug,desipramine,Desipramine is a depression-related drug entity.,seed
ent_3814525de3c93a83,doxepin,Entity:Drug,doxepin,Doxepin is a depression-related drug entity.,seed
ent_4645690082ae6fec,trimipramine,Entity:Drug,trimipramine,Trimipramine is a depression-related drug entity.,seed
ent_77fd5d4611bd323e,protriptyline,Entity:Drug,protriptyline,Protriptyline is a depression-related drug entity.,seed
ent_e97e085560c58a49,phenelzine,Entity:Drug,phenelzine,Phenelzine is a depression-related drug entity.,seed
ent_cd37750e8a271356,tranylcypromine,Entity:Drug,tranylcypromine,Tranylcypromine is a depression-related drug entity.,seed
ent_4937aa481105d6d4,isocarboxazid,Entity:Drug,isocarboxazid,Isocarboxazid is a depression-related drug entity.,seed
ent_131480037b41daf9,moclobemide,Entity:Drug,moclobemide,Moclobemide is a depression-related drug entity.,seed
ent_7ab1c94b60a15c94,selegiline transdermal system,Entity:Drug,selegiline transdermal system,Selegiline Transdermal System is a depression-related drug entity.,seed
ent_03dc6e1454fa2741,lithium augmentation,Entity:Drug,lithium augmentation,Lithium Augmentation is a depression-related drug entity.,seed
ent_1577787c5089888c,aripiprazole augmentation,Entity:Drug,aripiprazole augmentation,Aripiprazole Augmentation is a depression-related drug entity.,seed
ent_20a2739d23b99cf1,quetiapine augmentation,Entity:Drug,quetiapine augmentation,Quetiapine Augmentation is a depression-related drug entity.,seed
ent_c7a978cfbca785ae,brexpiprazole augmentation,Entity:Drug,brexpiprazole augmentation,Brexpiprazole Augmentation is a depression-related drug entity.,seed
ent_13fddd4ac74eebc8,olanzapine-fluoxetine combination,Entity:Drug,olanzapine-fluoxetine combination,Olanzapine-Fluoxetine Combination is a depression-related drug entity.,seed
ent_4e0a572dcbc16aee,lamotrigine augmentation,Entity:Drug,lamotrigine augmentation,Lamotrigine Augmentation is a depression-related drug entity.,seed
ent_3e5a7aa07e9c6528,buspirone augmentation,Entity:Drug,buspirone augmentation,Buspirone Augmentation is a depression-related drug entity.,seed
ent_2f6c3be0232e4c8e,thyroid hormone augmentation,Entity:Drug,thyroid hormone augmentation,Thyroid Hormone Augmentation is a depression-related drug entity.,seed
ent_f2fafd6bc408e5f8,ketamine infusion,Entity:Drug,ketamine infusion,Ketamine Infusion is a depression-related drug entity.,seed
ent_4428880c49f411b0,esketamine nasal spray,Entity:Drug,esketamine nasal spray,Esketamine Nasal Spray is a depression-related drug entity.,seed
ent_bd7dec7ab2a4c8a2,modafinil augmentation,Entity:Drug,modafinil augmentation,Modafinil Augmentation is a depression-related drug entity.,seed
ent_859a31bc29af7584,methylphenidate augmentation,Entity:Drug,methylphenidate augmentation,Methylphenidate Augmentation is a depression-related drug entity.,seed
ent_fd4c6f5ac4a589f4,quick inventory of depressive symptomatology,Entity:Scale,quick inventory of depressive symptomatology,Quick Inventory Of Depressive Symptomatology is a depression-related scale entity.,seed
ent_1d9d2b7f89e57eea,qids,Entity:Scale,qids,Qids is a depression-related scale entity.,seed
ent_b875dbbd200a1e8a,patient health questionnaire-8,Entity:Scale,patient health questionnaire-8,Patient Health Questionnaire-8 is a depression-related scale entity.,seed
ent_8dbffe009809fcc3,phq-8,Entity:Scale,phq-8,Phq-8 is a depression-related scale entity.,seed
ent_085b0458fb662249,center for epidemiologic studies depression scale,Entity:Scale,center for epidemiologic studies depression scale,Center For Epidemiologic Studies Depression Scale is a depression-related scale entity.,seed
ent_21d732bd14f33ffe,ces-d scale,Entity:Scale,ces-d scale,Ces-D Scale is a depression-related scale entity.,seed
ent_939bc12ea24abdd6,zung self-rating depression scale,Entity:Scale,zung self-rating depression scale,Zung Self-Rating Depression Scale is a depression-related scale entity.,seed
ent_bbc2379f0e8069f3,sds depression scale,Entity:Scale,sds depression scale,Sds Depression Scale is a depression-related scale entity.,seed
ent_feed2dc85a423fd3,geriatric depression scale,Entity:Scale,geriatric depression scale,Geriatric Depression Scale is a depression-related scale entity.,seed
ent_546432002ae7a2b7,gds-15,Entity:Scale,gds-15,Gds-15 is a depression-related scale entity.,seed
ent_e1ce429480699118,gds-30,Entity:Scale,gds-30,Gds-30 is a depression-related scale entity.,seed
ent_92d315d3da55995a,edinburgh postnatal depression scale,Entity:Scale,edinburgh postnatal depression scale,Edinburgh Postnatal Depression Scale is a depression-related scale entity.,seed
ent_fc193a1de4f53c5a,epds,Entity:Scale,epds,Epds is a depression-related scale entity.,seed
ent_6589225d1dd90d17,hospital depression subscale,Entity:Scale,hospital depression subscale,Hospital Depression Subscale is a depression-related scale entity.,seed
ent_3915d98f56df7d84,inventory of depressive symptomatology,Entity:Scale,inventory of depressive symptomatology,Inventory Of Depressive Symptomatology is a depression-related scale entity.,seed
ent_012f48e4d82b7f86,ids,Entity:Scale,ids,Ids is a depression-related scale entity.,seed
ent_39ea3a838786f37a,ids-sr,Entity:Scale,ids-sr,Ids-Sr is a depression-related scale entity.,seed
ent_5772f277c259828e,hamilton anxiety scale,Entity:Scale,hamilton anxiety scale,Hamilton Anxiety Scale is a depression-related scale entity.,seed
ent_8fe43c99f3011420,hama,Entity:Scale,hama,Hama is a depression-related scale entity.,seed
ent_c9a17f16d1df59fb,clinical global impression severity,Entity:Scale,clinical global impression severity,Clinical Global Impression Severity is a depression-related scale entity.,seed
ent_7b434accaa81bd5c,cgi-s,Entity:Scale,cgi-s,Cgi-S is a depression-related scale entity.,seed
ent_c228b3efd5b12425,clinical global impression improvement,Entity:Scale,clinical global impression improvement,Clinical Global Impression Improvement is a depression-related scale entity.,seed
ent_1467eacfa3f8e659,cgi-i,Entity:Scale,cgi-i,Cgi-I is a depression-related scale entity.,seed
ent_7151a46d8c999acc,columbia suicide severity rating scale,Entity:Scale,columbia suicide severity rating scale,Columbia Suicide Severity Rating Scale is a depression-related scale entity.,seed
ent_239dad845f54ce25,cssrs,Entity:Scale,cssrs,Cssrs is a depression-related scale entity.,seed
ent_55dc96f39a7a627e,beck scale for suicide ideation,Entity:Scale,beck scale for suicide ideation,Beck Scale For Suicide Ideation is a depression-related scale entity.,seed
ent_ffbe95ca1a4ba068,bss,Entity:Scale,bss,Bss is a depression-related scale entity.,seed
ent_0132693a8f68eed2,suicidal ideation attributes scale,Entity:Scale,suicidal ideation attributes scale,Suicidal Ideation Attributes Scale is a depression-related scale entity.,seed
ent_44f603e4268c93de,sidas,Entity:Scale,sidas,Sidas is a depression-related scale entity.,seed
ent_88ca36e3c381c858,quality of life enjoyment and satisfaction questionnaire,Entity:Scale,quality of life enjoyment and satisfaction questionnaire,Quality Of Life Enjoyment And Satisfaction Questionnaire is a depression-related scale entity.,seed
ent_5ae50628404bc348,q-les-q,Entity:Scale,q-les-q,Q-Les-Q is a depression-related scale entity.,seed
ent_ab9c6117063da796,sheehan disability scale,Entity:Scale,sheehan disability scale,Sheehan Disability Scale is a depression-related scale entity.,seed
ent_64c40cf0b288ba56,sds disability,Entity:Scale,sds disability,Sds Disability is a depression-related scale entity.,seed
ent_bebba5510699c85a,work and social adjustment scale,Entity:Scale,work and social adjustment scale,Work And Social Adjustment Scale is a depression-related scale entity.,seed
ent_475ea8af5b5dcb7b,wsas,Entity:Scale,wsas,Wsas is a depression-related scale entity.,seed
ent_ec1cddd78c03eede,insomnia severity index,Entity:Scale,insomnia severity index,Insomnia Severity Index is a depression-related scale entity.,seed
ent_6cf0943fa44477b8,isi,Entity:Scale,isi,Isi is a depression-related scale entity.,seed
ent_7bcce8f29b0c43cc,pittsburgh sleep quality index,Entity:Scale,pittsburgh sleep quality index,Pittsburgh Sleep Quality Index is a depression-related scale entity.,seed
ent_af1dff1ccbeb8a23,psqi,Entity:Scale,psqi,Psqi is a depression-related scale entity.,seed
ent_21a19fbb3df31534,epworth sleepiness scale,Entity:Scale,epworth sleepiness scale,Epworth Sleepiness Scale is a depression-related scale entity.,seed
ent_9a46a1b746498d6a,ess,Entity:Scale,ess,Ess is a depression-related scale entity.,seed
ent_fe886021f755810b,montreal cognitive assessment,Entity:Scale,montreal cognitive assessment,Montreal Cognitive Assessment is a depression-related scale entity.,seed
ent_aed38998b0d50cdf,moca,Entity:Scale,moca,Moca is a depression-related scale entity.,seed
ent_cf1c0a735e09d718,mini-mental state examination,Entity:Scale,mini-mental state examination,Mini-Mental State Examination is a depression-related scale entity.,seed
ent_f9d90fce8ff33ed4,mmse,Entity:Scale,mmse,Mmse is a depression-related scale entity.,seed
ent_faec752fdc72e960,brain-derived neurotrophic factor,Entity:Biomarker,brain-derived neurotrophic factor,Brain-Derived Neurotrophic Factor is a depression-related biomarker entity.,seed
ent_75d7eabbe0ff8930,bdnf,Entity:Biomarker,bdnf,Bdnf is a depression-related biomarker entity.,seed
ent_42d18c9cf1c6305c,c-reactive protein,Entity:Biomarker,c-reactive protein,C-Reactive Protein is a depression-related biomarker entity.,seed
ent_15b696cea518fa5e,crp,Entity:Biomarker,crp,Crp is a depression-related biomarker entity.,seed
ent_f1c6616a19fcccb2,interleukin-6,Entity:Biomarker,interleukin-6,Interleukin-6 is a depression-related biomarker entity.,seed
ent_614e63acbf711ed8,il-6,Entity:Biomarker,il-6,Il-6 is a depression-related biomarker entity.,seed
ent_f6855655469fc229,tumor necrosis factor alpha,Entity:Biomarker,tumor necrosis factor alpha,Tumor Necrosis Factor Alpha is a depression-related biomarker entity.,seed
ent_69e3d1326e31dec1,tnf-alpha,Entity:Biomarker,tnf-alpha,Tnf-Alpha is a depression-related biomarker entity.,seed
ent_6521a2b56ab799c4,interleukin-1 beta,Entity:Biomarker,interleukin-1 beta,Interleukin-1 Beta is a depression-related biomarker entity.,seed
ent_2d45abc65920d7fe,il-1beta,Entity:Biomarker,il-1beta,Il-1Beta is a depression-related biomarker entity.,seed
ent_ffd81c2edd6b5968,kynurenine,Entity:Biomarker,kynurenine,Kynurenine is a depression-related biomarker entity.,seed
ent_b634bfbc36a53afe,kynurenine-tryptophan ratio,Entity:Biomarker,kynurenine-tryptophan ratio,Kynurenine-Tryptophan Ratio is a depression-related biomarker entity.,seed
ent_d985591317483909,tryptophan,Entity:Biomarker,tryptophan,Tryptophan is a depression-related biomarker entity.,seed
ent_c6ab77d496da61d4,cortisol awakening response,Entity:Biomarker,cortisol awakening response,Cortisol Awakening Response is a depression-related biomarker entity.,seed
ent_1e0d3864270d034b,diurnal cortisol slope,Entity:Biomarker,diurnal cortisol slope,Diurnal Cortisol Slope is a depression-related biomarker entity.,seed
ent_891165522871e755,acth,Entity:Biomarker,acth,Acth is a depression-related biomarker entity.,seed
ent_85c0c6451d9ca1f0,thyroid-stimulating hormone,Entity:Biomarker,thyroid-stimulating hormone,Thyroid-Stimulating Hormone is a depression-related biomarker entity.,seed
ent_f95ea48c5de02905,tsh,Entity:Biomarker,tsh,Tsh is a depression-related biomarker entity.,seed
ent_3e6c030f73d0420a,free thyroxine,Entity:Biomarker,free thyroxine,Free Thyroxine is a depression-related biomarker entity.,seed
ent_837b09e18b9f494d,free triiodothyronine,Entity:Biomarker,free triiodothyronine,Free Triiodothyronine is a depression-related biomarker entity.,seed
ent_e50d841c4d27cede,heart rate variability,Entity:Biomarker,heart rate variability,Heart Rate Variability is a depression-related biomarker entity.,seed
ent_98adb9721c574c4c,resting heart rate,Entity:Biomarker,resting heart rate,Resting Heart Rate is a depression-related biomarker entity.,seed
ent_28039df94ee24c10,electrodermal activity,Entity:Biomarker,electrodermal activity,Electrodermal Activity is a depression-related biomarker entity.,seed
ent_3b8c58644db4d4d9,frontal alpha asymmetry,Entity:Biomarker,frontal alpha asymmetry,Frontal Alpha Asymmetry is a depression-related biomarker entity.,seed
ent_f68810c65d050f6e,default mode network connectivity,Entity:Biomarker,default mode network connectivity,Default Mode Network Connectivity is a depression-related biomarker entity.,seed
ent_2d08d00976b19f87,amygdala reactivity,Entity:Biomarker,amygdala reactivity,Amygdala Reactivity is a depression-related biomarker entity.,seed
ent_21825deea0942815,hippocampal volume,Entity:Biomarker,hippocampal volume,Hippocampal Volume is a depression-related biomarker entity.,seed
ent_fc0bd7b26fbceae2,anterior cingulate activity,Entity:Biomarker,anterior cingulate activity,Anterior Cingulate Activity is a depression-related biomarker entity.,seed
ent_5de7ceb0468628d6,reward prediction error signal,Entity:Biomarker,reward prediction error signal,Reward Prediction Error Signal is a depression-related biomarker entity.,seed
ent_526296f7c065e5cc,sleep spindle activity,Entity:Biomarker,sleep spindle activity,Sleep Spindle Activity is a depression-related biomarker entity.,seed
ent_da19d0b4d3bf7a32,slow wave activity,Entity:Biomarker,slow wave activity,Slow Wave Activity is a depression-related biomarker entity.,seed
ent_aad988dbf55307fd,rem theta activity,Entity:Biomarker,rem theta activity,Rem Theta Activity is a depression-related biomarker entity.,seed
ent_f41dde6a705434f2,serum ferritin,Entity:Biomarker,serum ferritin,Serum Ferritin is a depression-related biomarker entity.,seed
ent_634222360a9bdc7e,vitamin d level,Entity:Biomarker,vitamin d level,Vitamin D Level is a depression-related biomarker entity.,seed
ent_736bbec004e5c6cc,omega-3 index,Entity:Biomarker,omega-3 index,Omega-3 Index is a depression-related biomarker entity.,seed
ent_aa0a4308b2ae05a9,fasting glucose,Entity:Biomarker,fasting glucose,Fasting Glucose is a depression-related biomarker entity.,seed
ent_8928f1ee9d281fe9,hba1c,Entity:Biomarker,hba1c,Hba1C is a depression-related biomarker entity.,seed
ent_66fda543364d3e1e,body mass index,Entity:Biomarker,body mass index,Body Mass Index is a depression-related biomarker entity.,seed
ent_024d2bf6b9f66c23,waist circumference,Entity:Biomarker,waist circumference,Waist Circumference is a depression-related biomarker entity.,seed
ent_d215b27007afff71,blood pressure variability,Entity:Biomarker,blood pressure variability,Blood Pressure Variability is a depression-related biomarker entity.,seed
