entity_id,canonical_name,entity_type,aliases_json,description,source,source_id,created_at,updated_at
ent_d5a8393f6db81a90,difficulties in emotion regulation scale,scale,"[""ders scale"", ""difficulties in emotion regulation scale""]","Scale used to assess emotion, stress, or affective symptoms.",seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_4b88269375c26d2f,ERQ,scale,"[""ERQ""]","Scale used to assess emotion, stress, or affective symptoms.",seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_4fb262cfb40b7b36,emotion regulation questionnaire,scale,"[""emotion regulation questionnaire"", ""erq scale""]","Scale used to assess emotion, stress, or affective symptoms.",seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_59506bf620f62e81,POMS,scale,"[""POMS""]","Scale used to assess emotion, stress, or affective symptoms.",seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c761572edbf67bb5,profile of mood states,scale,"[""profile of mood states""]","Scale used to assess emotion, stress, or affective symptoms.",seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_b74e0c0250fd8ccf,STAI,scale,"[""STAI""]","Scale used to assess emotion, stress, or affective symptoms.",seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_fc6e681b9cd145a9,state-trait anxiety inventory,scale,"[""stai scale"", ""state-trait anxiety inventory""]","Scale used to assess emotion, stress, or affective symptoms.",seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_61b6da8a33c376cf,BAI,scale,"[""BAI""]","Scale used to assess emotion, stress, or affective symptoms.",seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_475416f169df04f9,beck anxiety inventory,scale,"[""beck anxiety inventory""]","Scale used to assess emotion, stress, or affective symptoms.",seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_380bf3121dc6dca5,GAD-7,scale,"[""GAD-7""]","Scale used to assess emotion, stress, or affective symptoms.",seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_b9bdee30d7f0a841,PHQ-2,scale,"[""PHQ-2""]","Scale used to assess emotion, stress, or affective symptoms.",seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_1ee98c4d351216bb,CES-D,scale,"[""CES-D""]","Scale used to assess emotion, stress, or affective symptoms.",seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_76715cb688a6140e,HADS,scale,"[""HADS""]","Scale used to assess emotion, stress, or affective symptoms.",seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_ac366d8625f3ae31,hospital anxiety and depression scale,scale,"[""hads scale"", ""hospital anxiety and depression scale""]","Scale used to assess emotion, stress, or affective symptoms.",seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_bae74aaf18ae0ae2,WHO-5 well-being index,scale,"[""WHO-5 well-being index""]","Scale used to assess emotion, stress, or affective symptoms.",seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_de1f6f0985ebd872,PSS,scale,"[""PSS""]","Scale used to assess emotion, stress, or affective symptoms.",seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_69147408fb8e752f,perceived stress scale,scale,"[""perceived stress scale"", ""pss scale""]","Scale used to assess emotion, stress, or affective symptoms.",seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_a9605606ceb6cb7c,melancholic depression,disease,"[""melancholic depression""]",Melancholic Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_994629e5bf158a79,atypical depression,disease,"[""atypical depression""]",Atypical Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_e7ff7a01ef3afed9,psychotic depression,disease,"[""psychotic depression""]",Psychotic Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_e2060c4838ff8034,catatonic depression,disease,"[""catatonic depression""]",Catatonic Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_b71ef8e3975f095a,anxious depression,disease,"[""anxious depression""]",Anxious Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_7f6f79545c260e84,agitated depression,disease,"[""agitated depression""]",Agitated Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_da1cd84453d814c0,retarded depression,disease,"[""retarded depression""]",Retarded Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_ad868b796fda700f,chronic major depression,disease,"[""chronic major depression""]",Chronic Major Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_1ab3e9e0c7ba337f,recurrent major depression,disease,"[""recurrent major depression""]",Recurrent Major Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_8765c557f500caa0,single-episode major depression,disease,"[""single-episode major depression""]",Single-Episode Major Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_da6c3732222518b5,double depression,disease,"[""double depression""]",Double Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_98767bb0b3516f09,subsyndromal depression,disease,"[""subsyndromal depression""]",Subsyndromal Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_bc99823db6ab11f0,minor depression,disease,"[""minor depression""]",Minor Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_d3e3d492af9b6808,masked depression,disease,"[""masked depression""]",Masked Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_44814b5cf663ef47,endogenous depression,disease,"[""endogenous depression""]",Endogenous Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_6bee6c4917ee850e,reactive depression,disease,"[""reactive depression""]",Reactive Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_d9759da04bdbb0e5,involutional depression,disease,"[""involutional depression""]",Involutional Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_169c7650c4e37223,vascular depression,disease,"[""vascular depression""]",Vascular Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_4a5cbe442f64190f,late-life depression,disease,"[""late-life depression""]",Late-Life Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_de25f75bd3b7029b,adolescent depression,disease,"[""adolescent depression""]",Adolescent Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_8cd5018a17d8244c,childhood depression,disease,"[""childhood depression""]",Childhood Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_72e531099c571dae,perimenopausal depression,disease,"[""perimenopausal depression""]",Perimenopausal Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_525d96d30e4cbc6d,menopausal depression,disease,"[""menopausal depression""]",Menopausal Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_373cec5d471e990b,peripartum depression,disease,"[""peripartum depression""]",Peripartum Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_111139d387edc2a1,antenatal depression,disease,"[""antenatal depression""]",Antenatal Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_57b73f6d3da32310,prenatal depression,disease,"[""prenatal depression""]",Prenatal Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_77fe8d4c39978930,postnatal depression,disease,"[""postnatal depression""]",Postnatal Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_a658be57273fe9d9,seasonal depression,disease,"[""seasonal depression""]",Seasonal Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_5538e72db02ba4a8,winter-pattern depression,disease,"[""winter-pattern depression""]",Winter-Pattern Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_076d54e338112fe8,summer-pattern depression,disease,"[""summer-pattern depression""]",Summer-Pattern Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_b2d89e579c6e0b2d,treatment-refractory depression,disease,"[""treatment-refractory depression""]",Treatment-Refractory Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_3fb6a04a8520aa0a,partial-remission depression,disease,"[""partial-remission depression""]",Partial-Remission Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_4e6f6581335eb5b3,residual depression,disease,"[""residual depression""]",Residual Depression is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_0051c3b0f2c290c3,bipolar depression episode,disease,"[""bipolar depression episode""]",Bipolar Depression Episode is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_0f1af84e59d899f0,depression with mixed features,disease,"[""depression with mixed features""]",Depression With Mixed Features is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_5b5d1cab0be6bbec,depression with anxious distress,disease,"[""depression with anxious distress""]",Depression With Anxious Distress is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_12040ffb88ad5bc7,depression with psychomotor changes,disease,"[""depression with psychomotor changes""]",Depression With Psychomotor Changes is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_da08665f4901c689,depression with somatic symptoms,disease,"[""depression with somatic symptoms""]",Depression With Somatic Symptoms is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_b60b2ffcc2c0f098,depression with atypical features,disease,"[""depression with atypical features""]",Depression With Atypical Features is a depression-related disease entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_24dd85a5dbf003b1,persistent low mood,symptom,"[""persistent low mood""]",Persistent Low Mood is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_9a9b2631b49f8da4,depressed affect,symptom,"[""depressed affect""]",Depressed Affect is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_0b70de82a78042c4,loss of enjoyment,symptom,"[""loss of enjoyment""]",Loss Of Enjoyment is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_692adfda65faf47f,reduced motivation,symptom,"[""reduced motivation""]",Reduced Motivation is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_38ee0f39cec47fe0,psychomotor retardation,symptom,"[""psychomotor retardation""]",Psychomotor Retardation is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_8acd637335bff504,psychomotor slowing,symptom,"[""psychomotor slowing""]",Psychomotor Slowing is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c024abe6cc577d19,psychomotor agitation,symptom,"[""psychomotor agitation""]",Psychomotor Agitation is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_abfc4f4ad4fc4765,emotional flatness,symptom,"[""emotional flatness""]",Emotional Flatness is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_e49d71392805e7cf,social withdrawal,symptom,"[""social withdrawal""]",Social Withdrawal is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_769dff2efb347106,crying spells,symptom,"[""crying spells""]",Crying Spells is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_e036260f1643c639,inner emptiness,symptom,"[""inner emptiness""]",Inner Emptiness is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_4d04a6903ee5064f,self-loathing,symptom,"[""self-loathing""]",Self-Loathing is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_d76dea6d0806d19a,self-devaluation,symptom,"[""self-devaluation""]",Self-Devaluation is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_88a2b9fff100a664,low self-esteem,symptom,"[""low self-esteem""]",Low Self-Esteem is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_5a4593109ee4b15e,self-reproach,symptom,"[""self-reproach""]",Self-Reproach is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_99218b863368e4c5,indecisiveness,symptom,"[""indecisiveness""]",Indecisiveness is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_f58409faa9a15539,cognitive slowing,symptom,"[""cognitive slowing""]",Cognitive Slowing is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_95c6af1482a9a818,impaired concentration,symptom,"[""impaired concentration""]",Impaired Concentration is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_da8bb04b2215a488,memory complaints,symptom,"[""memory complaints""]",Memory Complaints is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_cbde4897b6e12542,mental fatigue,symptom,"[""mental fatigue""]",Mental Fatigue is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_a77ba1c7e257765a,physical fatigue,symptom,"[""physical fatigue""]",Physical Fatigue is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_74766449a174a7ea,low energy,symptom,"[""low energy""]",Low Energy is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_85277c4d1fc773b9,morning worsening,symptom,"[""morning worsening""]",Morning Worsening is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_23b32a468ca9e42f,diurnal mood variation,symptom,"[""diurnal mood variation""]",Diurnal Mood Variation is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_46b0270878e70919,early morning low mood,symptom,"[""early morning low mood""]",Early Morning Low Mood is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_e1f601083e936650,anxiety tension,symptom,"[""anxiety tension""]",Anxiety Tension is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_68d854e9a82a7e1c,somatic anxiety,symptom,"[""somatic anxiety""]",Somatic Anxiety is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_b625410ba8a84ccc,panic-like symptoms,symptom,"[""panic-like symptoms""]",Panic-Like Symptoms is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_35f55c767ef15867,irritability outbursts,symptom,"[""irritability outbursts""]",Irritability Outbursts is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_ea57fe3b24214f21,reduced libido,symptom,"[""reduced libido""]",Reduced Libido is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_9c80715d2c2edb85,sexual dysfunction symptoms,symptom,"[""sexual dysfunction symptoms""]",Sexual Dysfunction Symptoms is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_e80f144b13dc874e,appetite loss,symptom,"[""appetite loss""]",Appetite Loss is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_d23e59fe938a6507,increased appetite episodes,symptom,"[""increased appetite episodes""]",Increased Appetite Episodes is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_23fb986c6649a447,weight gain,symptom,"[""weight gain""]",Weight Gain is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_f8060d0346e734b9,insomnia symptoms,symptom,"[""insomnia symptoms""]",Insomnia Symptoms is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_5ee895dc53781ae1,hypersomnia symptoms,symptom,"[""hypersomnia symptoms""]",Hypersomnia Symptoms is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_bf3d9dd51d94cc2e,nonrestorative sleep symptoms,symptom,"[""nonrestorative sleep symptoms""]",Nonrestorative Sleep Symptoms is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_946acb8e8c3d5c5f,sleep continuity complaints,symptom,"[""sleep continuity complaints""]",Sleep Continuity Complaints is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_054eb3f0badd8f54,feelings of failure,symptom,"[""feelings of failure""]",Feelings Of Failure is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_ffc79fb9fd1b4336,pessimism,symptom,"[""pessimism""]",Pessimism is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_bc6d5ff1e7317a11,demoralized mood,symptom,"[""demoralized mood""]",Demoralized Mood is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_9319b9022373f0d2,hopeless cognition,symptom,"[""hopeless cognition""]",Hopeless Cognition is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c94c34c8d6535b8d,helpless cognition,symptom,"[""helpless cognition""]",Helpless Cognition is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_e13eb57bf6b12beb,worthlessness feelings,symptom,"[""worthlessness feelings""]",Worthlessness Feelings is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_08603530a828a375,survivor guilt,symptom,"[""survivor guilt""]",Survivor Guilt is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_ac0975b4ba2a68e1,anticipatory dread,symptom,"[""anticipatory dread""]",Anticipatory Dread is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_6c46d084960ae885,death preoccupation,symptom,"[""death preoccupation""]",Death Preoccupation is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_6d24c344e7887931,passive death wish,symptom,"[""passive death wish""]",Passive Death Wish is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_982d96a83e620c4a,active suicidal ideation,symptom,"[""active suicidal ideation""]",Active Suicidal Ideation is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c9659cfd1eaa083c,suicidal planning,symptom,"[""suicidal planning""]",Suicidal Planning is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_987ae68f9a81cbd7,suicidal intent,symptom,"[""suicidal intent""]",Suicidal Intent is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_294485f13492734a,self-harm urges,symptom,"[""self-harm urges""]",Self-Harm Urges is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_d1f80a4d697d0411,self-harm behavior,symptom,"[""self-harm behavior""]",Self-Harm Behavior is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_8d8fb72dbcba91dc,functional impairment,symptom,"[""functional impairment""]",Functional Impairment is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_e0de1dbb81badd91,occupational impairment,symptom,"[""occupational impairment""]",Occupational Impairment is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_6c19bf0bc4bb7f1e,academic impairment,symptom,"[""academic impairment""]",Academic Impairment is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_d85fbc6e9be6e71d,interpersonal impairment,symptom,"[""interpersonal impairment""]",Interpersonal Impairment is a depression-related symptom entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_5569f03520f291bc,childhood adversity,risk_factor,"[""childhood adversity""]",Childhood Adversity is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_815565304a2077eb,adverse childhood experiences,risk_factor,"[""adverse childhood experiences""]",Adverse Childhood Experiences is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_8862a190600c92d1,emotional abuse history,risk_factor,"[""emotional abuse history""]",Emotional Abuse History is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_cbbab173333e6c75,physical abuse history,risk_factor,"[""physical abuse history""]",Physical Abuse History is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_bb0676e05aa746da,sexual abuse history,risk_factor,"[""sexual abuse history""]",Sexual Abuse History is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c5d61540affa5d30,neglect history,risk_factor,"[""neglect history""]",Neglect History is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_e63af02da1786f73,bullying victimization,risk_factor,"[""bullying victimization""]",Bullying Victimization is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_837d40c26738745f,interpersonal trauma,risk_factor,"[""interpersonal trauma""]",Interpersonal Trauma is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_2c068884147aaf78,bereavement,risk_factor,"[""bereavement""]",Bereavement is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_f475a2b7a9c0fa3f,relationship breakup,risk_factor,"[""relationship breakup""]",Relationship Breakup is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_e468b097a15b6637,divorce stress,risk_factor,"[""divorce stress""]",Divorce Stress is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_32df71c87cb9b05f,caregiver burden,risk_factor,"[""caregiver burden""]",Caregiver Burden is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_42c961a9b7516bcb,chronic stress exposure,risk_factor,"[""chronic stress exposure""]",Chronic Stress Exposure is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_fcc0d566d1c9a80a,occupational stress,risk_factor,"[""occupational stress""]",Occupational Stress is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_a0f77c216dd3ca20,job insecurity,risk_factor,"[""job insecurity""]",Job Insecurity is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_f9b4351ca4b15c7c,unemployment,risk_factor,"[""unemployment""]",Unemployment is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_719ebf9323a781f6,financial strain,risk_factor,"[""financial strain""]",Financial Strain is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_138972a478ec48ed,debt burden,risk_factor,"[""debt burden""]",Debt Burden is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_bfe4ed5b4d0608f2,low social support,risk_factor,"[""low social support""]",Low Social Support is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_748fc4fd6c0bffd5,perceived loneliness,risk_factor,"[""perceived loneliness""]",Perceived Loneliness is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_0062a4c6dc75c95b,social conflict,risk_factor,"[""social conflict""]",Social Conflict is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_4cd80f9074640d57,family conflict,risk_factor,"[""family conflict""]",Family Conflict is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_55c6f067e347813f,sleep deprivation risk,risk_factor,"[""sleep deprivation risk""]",Sleep Deprivation Risk is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_005d217262fa9f5d,shift work exposure,risk_factor,"[""shift work exposure""]",Shift Work Exposure is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_ce4ac8d9f3a3d5a8,circadian disruption risk,risk_factor,"[""circadian disruption risk""]",Circadian Disruption Risk is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_f860717cc873faf9,sedentary lifestyle,risk_factor,"[""sedentary lifestyle""]",Sedentary Lifestyle is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_07bfee8ebc420e70,poor diet quality,risk_factor,"[""poor diet quality""]",Poor Diet Quality is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_23a83ca62083e2ac,alcohol misuse,risk_factor,"[""alcohol misuse""]",Alcohol Misuse is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
